LABNR,C14AGE,C14STD,C13,METHOD,MATERIAL,COUNTRY,SITE,FEATURE,FEATURE_DESC,DEPTH,LAT,LONG,PHASE,LITHICS,POTTERY,IRON,FRUIT,ZOO,CLASS,REMARK,SOURCE
Poz-49325,9400,50,,,-,CMR,SFID logging concession (Area2 T6),6,Pedoanthracological trench,1.05,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49327,2150,30,,,-,CMR,Wijma logging concession (Area3 T3),10,Pedoanthracological trench,0.7,2.462,10.66,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49328,2000,30,,,-,CMR,Wijma logging concession (Area3 T3),9,Pedoanthracological trench,0.9,2.462,10.66,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49329,2100,30,,,-,CMR,Wijma logging concession (Area3 T3),10,Pedoanthracological trench,1.5,2.462,10.66,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49330,145,30,,,-,CMR,Wijma logging concession (Area3 T1),1,Pedoanthracological trench,0.25,2.294,10.425,,-,indet,-,,-,Ib,Morin-Rivat et al. 2016 mentions pottery,Vleminckx et al. 2014; Garcin et al. 2018
Poz-49331,1750,35,,,-,CMR,Wijma logging concession (Area3 T2),2,Pedoanthracological trench,0.35,2.442,10.581,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49333,1800,30,,,-,CMR,Wijma logging concession (Area3 T3),8,Pedoanthracological trench,0.35,2.462,10.66,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49334,150,25,,,-,CMR,Wijma logging concession (Area3 T1),7,Pedoanthracological trench,0.2,2.294,10.425,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49335,1550,30,,,-,CMR,Wijma logging concession (Area3 T1),1,Pedoanthracological trench,0.3,2.294,10.425,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49337,1850,35,,,-,CMR,SFID logging concession (Area2 T4),2,Pedoanthracological trench,0.05,4.013,14.18,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49338,2200,30,,,-,CMR,SFID logging concession (Area2 T4),4,Pedoanthracological trench,0.35,4.013,14.18,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49339,1900,30,,,-,CMR,SFID logging concession (Area2 T5),3,Pedoanthracological trench,0.25,3.852,14.22,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49340,2750,30,,,-,CMR,SFID logging concession (Area2 T5),4,Pedoanthracological trench,0.05,3.852,14.22,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49341,1650,35,,,-,CMR,SFID logging concession (Area2 T5),2,Pedoanthracological trench,0.35,3.852,14.22,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49342,2200,30,,,-,CMR,SFID logging concession (Area2 T6),4,Pedoanthracological trench,0.05,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49343,2150,30,,,-,CMR,SFID logging concession (Area2 T6),1,Pedoanthracological trench,0.35,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49344,2250,35,,,-,CMR,SFID logging concession (Area2 T6),2,Pedoanthracological trench,0.75,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49345,2300,30,,,-,CMR,SFID logging concession (Area2 T6),2,Pedoanthracological trench,1.45,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49398,2200,35,,,-,CMR,Pallisco logging concession (Area1),3,Pedoanthracological trench,0.65,3.375,14.025,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-49399,0,,,,-,CMR,Pallisco logging concession (Area1),1,Pedoanthracological trench,0.05,3.375,14.025,modern,-,-,-,,-,IIb,"modern (113.33 +- 0.35), no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-55342,2175,30,-,AMS,Charcoal_endocarp_elaeis,COD,Iyonda,IYO 12/1/1-37,Pit,0.995,-0.035,18.186,EIA,-,Imbonga,-,Pg,-,Ia,,Neumann et al. 2022 Tab. 1 & 2
Poz-55343,2185,30,-,AMS,Charcoal_endocarp_elaeis,COD,Iyonda,IYO 12/1/1-37,Pit,0.995,-0.035,18.186,EIA,-,Imbonga,-,Pg,-,Ia,,Neumann et al. 2022 Tab. 1 & 2
Poz-55344,2105,30,-,AMS,Charcoal_endocarp_canarium,COD,Iyonda,IYO 12/1/1-37,Pit,0.995,-0.035,18.186,EIA,-,Imbonga,-,Pg,-,Ia,,Neumann et al. 2022 Tab. 1 & 2
Poz-55345,2135,30,-,AMS,Charcoal_endocarp_canarium,COD,Iyonda,IYO 12/1/1-37,Pit,0.995,-0.035,18.186,EIA,-,Imbonga,-,Pg,-,Ia,,Neumann et al. 2022 Tab. 1 & 2
Poz-57246,2085,30,,,-,COD,Baombi II,BAO/13/I,-,,0.657,25.161,,-,Early Pottery Phase,-,-,,Ia,,"Livingstone-Smith et al. 2017: 98 Tab. 1, 111 Fig. 23"
Poz-57248,2155,30,,,-,COD,Baombi II,BAO/13/I,-,,0.657,25.161,,-,Early Pottery Phase,-,-,,Ia,,"Livingstone-Smith et al. 2017: 98 Tab. 1, 111 Fig. 23"
Poz-57843,1860,30,,,Charcoal_endocarp_elaeis,CMR,GPS051,F3,Pit,-,2.496,12.032,,-,indet,slag,-,,Ib,,"de Saulieu et al. 2015: 405 Tab. 1, 411, 412; Garcin et al. 2018"
Poz-57845,1620,30,,,Charcoal_endocarp_elaeis,CMR,Meveme,F4,Pit,-,2.406,13.115,,-,indet,object,-,,Ib,,"de Saulieu et al. 2015: 405 Tab. 1, 413 Fig. 6; Garcin et al. 2018"
Poz-57846,2270,30,,,-,CMR,Nya Zanga,F16,Pit,-,2.501,12.025,,-,indet,-,-,,Ib,,"de Saulieu et al. 2015: 406 Tab. 1, 409 Fig. 4; Garcin et al. 2018"
Poz-57847,2270,30,,,-,CMR,Nya Zanga,F26,Pit,-,2.501,12.025,,-,indet,-,-,,Ib,,"de Saulieu et al. 2015: 406 Tab. 1, 409 Fig. 4; Garcin et al. 2018"
Poz-59435,610,30,,,-,COG,Nkabi,NKB-13,-,0.2,-4.252,14.396,,-,Misenga/Mbafu/Group II,-,,-,Ia,,Nikis 2018: 166 Abb. 5.12; Nikis 2018: II 105; Clist 2018: 254 Tab. 19.2; Cranshof et al. 2018: 184
Poz-59436,2955,35,,,Charcoal_wood,COD,Kinsala,T15 A1,Pit,0.8,-5.73,15.143,,-,(indet),(slag); (object); (tuyère),,-,IIa,Lithics were found in other trenches; Clist suggests contamination with this material,Clist 2018: 237 Tab. 18.1
Poz-59437,130,30,,,Charcoal_wood,COD,Lemfu,T02 A'5,Pit,0.42,-5.062,15.009,,-,indet,-,,-,Ib,,Clist 2018: 238 Tab. 18.1
Poz-59445,320,30,,,Charcoal_wood,COD,Kindoki,T33 A1,Pit,0.75,-5.07,15.01,,-,Kongo B/Group V,-,,-,Ia,,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 261, 274 Tab. 19.6"
Poz-59446,305,30,,,Charcoal_wood,COD,Kindoki,T23 H2,Pit,0.9,-5.07,15.01,,-,Kongo A/Group IV; Kongo D,-,,-,Ia,,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3, 274 Tab. 19.6"
Poz-59447,90,30,,,Charcoal_wood,COD,Kindoki,T05 B1,Pit,0.55,-5.07,15.01,,-,indet,-,,-,Ib,,Clist 2018: 237 Tab. 18.1
Poz-59484,605,30,,,-,COG,Makuti 1,MKU-13,-,,-4.294,14.33,,-,Misenga/Mbafu/Group II,-,-,,Ia,,Nikis 2018: 166 Abb. 5.12; Nikis 2018: II 105; Clist 2018: 254 Tab. 19.2; Cranshof et al. 2018: 184
Poz-59485,2815,30,,,Charcoal_wood,COD,Kinsala,T15 A1,Layer,0.7,-5.73,15.143,,-,(indet),(slag); (object); (tuyère),,-,IIa,Lithics were found in other trenches; Clist suggests contamination with this material,Clist 2018: 237 Tab. 18.1
Poz-59486,680,30,,,Charcoal_wood,COD,Kindoki,T28,Pit,1.15,-5.07,15.01,,-,Kindoki,-,,-,Ia,,"Clist 2018: 237 Tab. 18.1, 239 Tab. 18.3; Clist et al. 2018: 245, 254 Tab. 19.2"
Poz-59632,320,30,,,Charcoal_wood,COD,Kindoki,T58 A1,Pit,1.85,-5.07,15.01,,-,Kongo C/Group III,-,,-,Ia,,Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 261
Poz-60769,200,30,,,Charcoal_wood,COD,Kindoki,Cimetière,Burial,2,-5.07,15.01,,-,indet,-,-,,Ib,,Clist 2018: 237 Tab. 18.1
Poz-60770,9470,50,,,Charcoal_wood,COD,Ngongo Mbata,T08 A1,Layer,1.3,-5.781,15.117,,indet,-,-,,-,Ib,,Clist 2018: 238 Tab. 18.1
Poz-60771,315,30,,,Charcoal_wood,COD,Ngongo Mbata,T19 D'1,Pit,1.05,-5.781,15.117,,-,Kongo C/Group III,-,,-,Ia,,Clist 2018: 238 Tab. 18.1; Clist et al. 2018: 261
Poz-60772,310,30,,,Charcoal_wood,COD,Ngongo Mbata,T01 V23,Pit,2.2,-5.781,15.117,,-,Kongo B/Group V; Kongo C/Group III; Kongo D,-,,-,Ia,,"Clist 2018: 238 Tab. 18.1, Clist et al. 2018: 261, 274 Tab. 19.6"
Poz-60774,200,30,,,Charcoal_wood,COD,Ngongo Mbata,T35 A1,Pit,1.65,-5.781,15.117,,-,Kongo A/Group IV; Kongo B/Group V; Kongo D,-,,-,Ia,,"Clist 2018: 238 Tab. 18.1; Clist et al. 2018: 258, 261, 274 Tab. 19.6"
Poz-60775,175,30,,,Charcoal_wood,COD,Ngongo Mbata,T60 A'1,Burial,0.95,-5.781,15.117,,-,indet,-,,-,Ib,,Clist 2018: 238 Tab. 18.1
Poz-60776,280,30,,,Charcoal_wood,COD,Ngongo Mbata,T07 A'3,Pit,0.65,-5.781,15.117,,-,indet,-,,-,Ib,,Clist 2018: 238 Tab. 18.1
Poz-62102,580,30,,,Bone,COD,Maluba,MLB 85/1-4-3,Burial,0.45,2.806,18.524,,-,indet,-,,-,Ib,,Seidensticker 2017
Poz-62103,810,80,,,Bone,COD,Maluba,MLB 85/1-4-3,Burial,0.45,2.806,18.524,,-,indet,-,,-,Ib,,Seidensticker 2017
Poz-62625,1750,30,,,-,CMR,SFID logging concession (Area2 T4),1,Pedoanthracological trench,0.55,4.013,14.18,,-,indet,-,,-,Ib,Morin-Rivat et al. 2016 mentions pottery,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62626,1800,30,,,-,CMR,SFID logging concession (Area2 T4),1,Pedoanthracological trench,0.15,4.013,14.18,,-,indet,-,,-,Ib,Morin-Rivat et al. 2016 mentions pottery,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62627,850,30,,,-,CMR,SFID logging concession (Area2 T4),5,Pedoanthracological trench,0.15,4.013,14.18,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62628,2100,30,,,-,CMR,SFID logging concession (Area2 T4),4,Pedoanthracological trench,0.15,4.013,14.18,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62629,200,35,,,-,CMR,SFID logging concession (Area2 T4),3,Pedoanthracological trench,0.15,4.013,14.18,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62630,300,30,,,-,CMR,SFID logging concession (Area2 T5),3,Pedoanthracological trench,0.15,3.852,14.22,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62631,1600,35,,,-,CMR,SFID logging concession (Area2 T5),1,Pedoanthracological trench,0.25,3.852,14.22,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62632,2250,30,,,-,CMR,SFID logging concession (Area2 T5),4,Pedoanthracological trench,0.35,3.852,14.22,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62634,350,30,,,-,CMR,SFID logging concession (Area2 T5),2,Pedoanthracological trench,0.25,3.852,14.22,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62635,1800,30,,,-,CMR,SFID logging concession (Area2 T6),2,Pedoanthracological trench,0.25,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62636,2200,30,,,-,CMR,SFID logging concession (Area2 T6),5,Pedoanthracological trench,0.15,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62637,150,30,,,-,CMR,SFID logging concession (Area2 T6),2,Pedoanthracological trench,0.15,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62638,250,30,,,-,CMR,SFID logging concession (Area2 T6),6,Pedoanthracological trench,0.25,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62639,1750,30,,,-,CMR,SFID logging concession (Area2 T6),3,Pedoanthracological trench,0.15,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62640,100,30,,,-,CMR,SFID logging concession (Area2 T6),1,Pedoanthracological trench,0.15,3.467,14.31,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62641,1800,30,,,-,CMR,Wijma logging concession (Area3 T1),2,Pedoanthracological trench,0.15,2.294,10.425,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62642,2250,30,,,-,CMR,Wijma logging concession (Area3 T1),4,Pedoanthracological trench,0.15,2.294,10.425,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62644,2250,30,,,-,CMR,Wijma logging concession (Area3 T1),5,Pedoanthracological trench,0.15,2.294,10.425,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62645,800,30,,,-,CMR,Wijma logging concession (Area3 T1),6,Pedoanthracological trench,0.15,2.294,10.425,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62646,1850,30,,,-,CMR,Wijma logging concession (Area3 T1),3,Pedoanthracological trench,0.15,2.294,10.425,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62647,1800,30,,,-,CMR,Wijma logging concession (Area3 T2),3,Pedoanthracological trench,0.15,2.442,10.581,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62648,1950,30,,,-,CMR,Wijma logging concession (Area3 T2),4,Pedoanthracological trench,0.15,2.442,10.581,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62649,1660,30,,,-,CMR,Wijma logging concession (Area3 T2),1,Pedoanthracological trench,0.15,2.442,10.581,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62650,1710,30,,,-,CMR,Wijma logging concession (Area3 T2),2,Pedoanthracological trench,0.15,2.442,10.581,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62651,1860,30,,,-,CMR,Wijma logging concession (Area3 T2),4,Pedoanthracological trench,0.05,2.442,10.581,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62653,1870,30,,,-,CMR,Wijma logging concession (Area3 T3),9,Pedoanthracological trench,0.25,2.462,10.66,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62654,1660,30,,,-,CMR,Wijma logging concession (Area3 T3),6,Pedoanthracological trench,0.15,2.462,10.66,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62655,1500,30,,,-,CMR,Wijma logging concession (Area3 T3),5,Pedoanthracological trench,0.25,2.462,10.66,(MIA),-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62656,650,30,,,-,CMR,Wijma logging concession (Area3 T3),11,Pedoanthracological trench,0.25,2.462,10.66,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-62657,1700,30,,,-,CMR,Wijma logging concession (Area3 T3),7,Pedoanthracological trench,0.05,2.462,10.66,,-,-,-,,-,IIb,"no mention of pottery or endocarp, so assume absent, check with Jason or Julie",Vleminckx et al. 2014; Garcin et al. 2018
Poz-66603,130,30,,,-,CMR,Ndéba (Somié),-,-,,6.283,11.264,,-,-,-,-,,Ic,,de Saulieu et al. 2015; Garcin et al. 2018
Poz-66604,1770,30,,,-,CMR,Ndéba (Somié),-,-,,6.283,11.264,,-,-,-,-,,Ic,,de Saulieu et al. 2015; Garcin et al. 2018
Poz-66605,115,30,,,-,CMR,Ndéba (Somié),-,-,,6.283,11.264,,-,-,-,-,,Ic,,de Saulieu et al. 2015; Garcin et al. 2018
Poz-66606,115,30,,,-,CMR,Ndéba (Somié),-,-,,6.283,11.264,,-,-,-,-,,Ic,,de Saulieu et al. 2015; Garcin et al. 2018
Poz-66608,1885,30,,AMS,-,CMR,Lolabé,-,Pit,,2.687,9.855,,-,Dibamba D,-,-,,Ia,,de Saulieu et al. 2017: 34 Tab. 2
Poz-66609,1760,30,,AMS,-,CMR,Lolabé,-,Layer,,2.687,9.855,,-,Dibamba D,-,-,,Ia,,de Saulieu et al. 2017: 34 Tab. 2
Poz-69043,185,30,,,Charcoal_wood,COD,Ngongo Mbata,T78 C14,Pit,1.15,-5.781,15.117,,-,indet,-,,-,Ib,,Clist 2018: 238 Tab. 18.1
Poz-69044,235,30,,,Charcoal_wood,COD,Ngongo Mbata,T104 C15,Pit,1.35,-5.781,15.117,,-,Kongo A/Group IV; Kongo B/Group V; Kongo D,-,,-,Ia,,"Clist 2018: 238 Tab. 18.1; Clist et al. 2018: 258, 261, 274 Tab. 19.6"
Poz-69045,210,30,,,Charcoal_wood,COD,Ngongo Mbata,T83 C18,Pit,1.65,-5.781,15.117,,-,Kongo A/Group IV; Kongo B/Group V; Kongo D,-,,-,Ia,,"Clist 2018: 238 Tab. 18.1; Clist et al. 2018: 258, 261, 274 Tab. 19.6"
Poz-69046,180,30,,,Charcoal_wood,COD,Ngongo Mbata,T70 C8,Pit,1.05,-5.781,15.117,,-,Kongo B/Group V; Kongo D,-,,-,Ia,,"Clist 2018: 238 Tab. 18.1; Clist et al. 2018: 261, 274 Tab. 19.6"
Poz-69047,105,30,,,Charcoal_wood,COD,Kinkinzi,T04 A1,Pit,0.8,-5.73,15.143,,-,indet,-,,-,Ib,,Clist 2018: 237 Tab. 18.1
Poz-69049,680,30,,,Charcoal,COD,Misenga,T05 A1,Pit,0.6,-4.366,14.313,,-,Misenga/Mbafu/Group II,-,,-,Ia,Po: indet Kongo style,"Clist 2018: 238 Tab. 18.1, 254 Tab. 19.2; Nikis 2018: I 166 Abb. 5.12; Cranshof et al. 2018: 184"
Poz-69050,535,30,,,Charcoal,COD,Misenga,T04 C1,Layer,0.55,-4.366,14.313,,-,Misenga/Mbafu/Group II,-,,-,Ia,Po: indet Kongo style,"Clist 2018: 238 Tab. 18.1, 254 Tab. 19.2; Nikis 2018: I 166 Abb. 5.12; Cranshof et al. 2018: 184"
Poz-69051,4080,35,,,Charcoal_wood,COD,Kinsala,T20 A1,Pit,0.95,-5.73,15.143,,-,(indet),(slag); (object); (tuyère),,-,IIa,Lithics were found in other trenches; Clist suggests contamination with this material,Clist 2018: 237 Tab. 18.1
Poz-69053,1665,30,,,Charcoal_wood,COD,Kitala,T03 B1,Layer,0.28,-5.551,14.868,,-,Kitala,slag,,-,Ia,,"Clist 2018: 238 Tab. 18.1, 239 Tab. 18.3"
Poz-69263,2230,30,,,Charcoal_wood,COD,Kitala,T02 A1,Layer,0.33,-5.551,14.868,,(indet),(Kitala),(slag),,-,Ic,,Clist 2018: 238 Tab. 18.1
Poz-70550,395,30,,,-,COG,Kindangakanzi,KNA 14,-,,-4.43,13.633,,-,Kindangakanzi,-,-,,Ia,,Nikis 2018: II 35
Poz-70551,645,30,,,-,COG,Makuti 3,MKU3-14,-,0.2,-4.294,14.329,,-,Misenga/Mbafu/Group II,-,,-,Ia,,Nikis 2018: I 166 Abb. 5.12; Nikis 2018: II 105; Clist 2018: 254 Tab. 19.2; Cranshof et al. 2018: 184
Poz-70552,70,30,,,-,COG,Kitchounga,KTG-14,-,,-4.3,14.324,,-,Mindouli; Moubiri,-,-,,Ia,,Nikis 2018: II 35
Poz-72477,660,30,-,AMS,Cenchrus americanus,COD,Mbandaka,MBA 11/1/2-42,Pit,0.315,0.06,18.256,LIA,-,Bondongo; Nkile,-,Pg,-,Ia,,Neumann et al. 2022 Tab. 1 & 2
Poz-74441,2470,30,,AMS,-,CMR,Dibamba,F. 121 (0-60 cm),Pit,0.3,3.996,9.822,,-,Dibamba E,-,,-,Ia,,de Saulieu et al. 2017: 25 Tab. 1
Poz-74444,340,30,,AMS,-,CMR,Dibamba,F. 206 (0-70 cm),Pit,0.35,3.996,9.822,,-,Dibamba B,-,,-,Ia,,de Saulieu et al. 2017: 25 Tab. 1
Poz-74504,2435,30,,AMS,-,CMR,Dibamba,F. 80 (0-60 cm),Pit,0.3,3.996,9.822,,-,Dibamba E,-,,-,Ia,,de Saulieu et al. 2017: 25 Tab. 1
Poz-74505,1855,30,,AMS,-,CMR,Dibamba,F. 103 (0-50 cm),Pit,0.25,3.996,9.822,,-,Dibamba D,-,,-,Ia,,de Saulieu et al. 2017: 25 Tab. 1
Poz-74506,320,30,,AMS,-,CMR,Dibamba,F. 183 (0-80 cm),Pit,0.4,3.996,9.822,,-,Dibamba B,-,,-,Ia,,de Saulieu et al. 2017: 25 Tab. 1
Poz-74507,165,30,,AMS,-,CMR,Dibamba,F. 84B (20-60 cm),Pit,0.4,3.996,9.822,,-,(Dibamba E),-,,-,IIa,disputed; probably contaminated,de Saulieu et al. 2017: 25 Tab. 1
Poz-74508,435,30,,AMS,-,CMR,Dibamba,F. 69 (0-50 cm),Pit,0.25,3.996,9.822,,-,Dibamba B,-,,-,Ia,,de Saulieu et al. 2017: 25 Tab. 1
Poz-74509,420,30,,AMS,-,CMR,Dibamba,F. 67 (0-30 cm),Pit,0.15,3.996,9.822,,-,Dibamba B,-,,-,Ia,,de Saulieu et al. 2017: 25 Tab. 1
Poz-74510,520,30,,AMS,-,CMR,Dibamba,F. 38B (30-67 cm),Pit,0.485,3.996,9.822,,-,Dibamba B,-,,-,Ia,,de Saulieu et al. 2017: 25 Tab. 1
Poz-75419,1710,30,,AMS,Charcoal_wood,COD,Kitala,T02 A2,Pit,0.44,-5.551,14.868,,-,Kitala,slag,,-,Ia,,"Clist 2018: 238 Tab. 18.1, 239 Tab. 18.3"
Poz-75420,1680,30,,AMS,Charcoal_wood,COD,Kitala,T06 A'19,Pit,0.55,-5.551,14.868,,-,Kitala,slag,,-,Ia,,"Clist 2018: 238 Tab. 18.1, 239 Tab. 18.3"
Poz-75421,190,30,,AMS,Charcoal_wood,COD,Kindoki,T79 A1,Pit,1.15,-5.07,15.01,,-,Kongo C/Group III,-,,-,Ia,,Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 261
Poz-75422,335,30,,AMS,Charcoal_wood,COD,Kindoki,T100 A'2,Pit,1.15,-5.07,15.01,,-,Kongo A/Group IV; Kongo B/Group V; Kongo C/Group III; Kongo D,-,,-,Ia,,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3, 261, 274 Tab. 19.6"
Poz-75423,565,30,,AMS,Charcoal_wood,COD,Kindoki,T100 B'1,Pit,1.35,-5.07,15.01,,-,Kindoki,-,,-,Ia,,"Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 245, 254 Tab. 19.2"
Poz-75451,370,30,,AMS,charcoal_wood,COD,Yangambi,YAN-05,Pedoanthracological trench,0.45,0.768,24.44,,-,Ilambi,-,Eg,,Ia,,"Livingstone-Smith et al. 2017: 98 Tab. 1, 111 Fig. 23"
Poz-75452,1670,30,,AMS,charcoal_wood,COD,Yangambi,YAN-05,Pedoanthracological trench,0.65,0.768,24.44,,-,Middle Pottery Phase,-,Eg,,Ia,double date within spit,"Livingstone-Smith et al. 2017: 98 Tab. 1, 111 Fig. 23"
Poz-75462,1230,30,,AMS,charcoal_wood,COD,Yangambi,YAS-02,Pedoanthracological trench,0.55,0.768,24.44,(MIA),-,Ilambi,-,Eg,,Ia,double date within spit,"Livingstone-Smith et al. 2017: 98 Tab. 1, 111 Fig. 23"
